,FILE NO,DIVISION,MODE OF TRANSPORTATION,BUSINESS LINE,SALESMAN CODE,SALESMAN NAME,REPORT DATE,CUSTOMER CODE,CUSTOMER NAME,PORT OF LOAD NAME,PORT OF LOAD COUNTRY,PORT OF DCHG NAME,PORT OF DCHG COUNTRY,GROSS WEIGHT,REVENUE,PROFIT,TOTAL BILLED TO ACCOUNT,STATUS,CONTROLLER,INV DATE,DATE INVOICED,LAST EVENT NAME
2548,1430486-01,10,30.0,45.0,28.0,JODI O, 5/04/2021,GEMGRA,GEM GRAVURE CO INC,FRANKFURT,DE,BOSTON-LOGAN INTL AIRPORT,US,188.0,"2,130.07",274.83,"2,130.07",DELIVERED,RICHARD SANTIAGO, 5/23/2021, 5/23/2021,Invoice Printed BB Air
2549,1430487-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/08/2021,KROAME,KROHNE INC,GUARULHOS,BR,BOSTON-LOGAN INTL AIRPORT,US,2782.0,"9,735.68","1,061.78","9,735.68",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/20/2021, 5/20/2021,Invoice Printed BB Air
2550,1430488-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/05/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",HONG KONG,HK,BOSTON-LOGAN INTL AIRPORT,US,74.0,0,-50.07,0,ARRIVED DESTINATION PORT,DEANNE LEWIS, 5/07/2021,  /  /    ,Delivery Order Issued To Truck
2551,1430488-02,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/06/2021,MICROS01,MICROSEMI FREQUENCY AND TIME COR,HONG KONG,HK,BOSTON-LOGAN INTL AIRPORT,US,46.0,"1,910.26",496.79,"1,910.26",ARRIVED DESTINATION PORT,DEANNE LEWIS, 5/07/2021, 6/26/2021,Invoice Printed BB Air
2552,1430488-03,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/06/2021,MICROS01,MICROSEMI FREQUENCY AND TIME COR,HONG KONG,HK,BOSTON-LOGAN INTL AIRPORT,US,1187.0,"17,381.41","1,284.34","17,381.41",ARRIVED DESTINATION PORT,DEANNE LEWIS, 5/07/2021, 6/26/2021,Invoice Printed BB Air
2553,1430489-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/08/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,3680.0,"36,325.53","1,141.17","36,325.53",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/11/2021, 5/11/2021,Invoice Printed BB Air
2554,1430490-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/05/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,660.0,"2,209.37",280.31,"2,209.37",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/07/2021, 5/07/2021,Invoice Printed BB Air
2555,1430491-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/06/2021,FLIINC,FLINTEC INC,COLOMBO,LK,"JFK AIRPORT, NEW YORK",US,1179.0,"11,034.78",439.98,"11,034.78",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/06/2021, 5/31/2021,Invoice Printed BB Air
2556,1430492-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/07/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,576.0,"2,180.14",381.57,"2,180.14",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/10/2021, 5/10/2021,Invoice Printed BB Air
2557,1430493-01,10,40.0,45.0,7004.0,JOSEPHINE LEVATO, 5/11/2021,HDUINC01,HDUSA INC DBA PROBITY PRODUCTS,MILAN (MALPENSA),IT,"RALEIGH/DURHAM, NC      U",,58.0,"1,635.61",464.5,"1,635.61",ARRIVED DESTINATION PORT,DEANNE LEWIS, 5/11/2021, 6/21/2021,Invoice Printed BB Air
2558,1430494-01,10,40.0,45.0,28.0,JODI O, 5/10/2021,ANTTEC01,ANTAYA TECHNOLOGIES CORP,STUTTGART,DE,BOSTON-LOGAN INTL AIRPORT,US,878.0,"6,645.49",442.05,"6,645.49",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/11/2021, 6/10/2021,Invoice Printed BB Air
2559,1430495-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/12/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,BOSTON-LOGAN INTL AIRPORT,US,1134.0,"4,852.86",603.32,"4,852.86",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/13/2021, 5/13/2021,Invoice Printed BB Air
2560,1430496-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/10/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,LOS ANGELES INT'L AIRPORT,US,830.0,"2,341.87",414.65,"2,141.87",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/11/2021, 5/27/2021,Invoice Printed BB Air
2561,1430497-01,10,30.0,45.0,28.0,JODI O, 5/11/2021,GEMGRA,GEM GRAVURE CO INC,FRANKFURT,DE,BOSTON-LOGAN INTL AIRPORT,US,22.0,"1,257.03",412.58,"1,257.03",DELIVERED,RICHARD SANTIAGO, 5/23/2021, 5/23/2021,Invoice Printed BB Air
2562,1430498-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/09/2021,WATMAR,WATSON MARLOW INC,AMSTERDAM,NL,BOSTON-LOGAN INTL AIRPORT,US,585.0,859.18,242.15,859.18,ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/10/2021, 5/10/2021,Invoice Printed BB Air
2563,1430499-01,10,40.0,45.0,27.0,GEORGE T., 5/08/2021,AMPINT02,AMPHENOL INTERCONNECT PRODUCTS CORP,SHANGHAI - PU DONG,CN,"JFK AIRPORT, NEW YORK",US,1153.0,"15,351.20",585.67,"15,351.20",DELIVERED,PAUL OSCAR, 5/20/2021, 5/20/2021,Invoice Printed BB Air
2564,1430500-01,10,40.0,45.0,36.0,VALERIE KOEN, 5/12/2021,WELLPE01,WELLPET LLC,AMSTERDAM,NL,CHICAGO O'HARE,US,1324.0,0,"-2,568.78",0,ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/12/2021,  /  /    ,Delivery Order Issued To Truck
2565,1430501-01,10,40.0,45.0,272.0,TSIROGIANIS - PW REASSIGNED, 5/22/2021,BARINC,BARBOUR INC,LONDON HEATHROW,GB,BOSTON-LOGAN INTL AIRPORT,US,770.0,0,116.02,0,ARRIVED DESTINATION PORT,PAUL OSCAR, 5/07/2021,  /  /    ,Arrived
2566,1430502-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/13/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,BOSTON-LOGAN INTL AIRPORT,US,549.0,"1,340.40",410.94,"1,340.40",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/14/2021, 5/14/2021,Invoice Printed BB Air
2567,1430503-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/13/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",BEIJING/PEKING,CN,BOSTON-LOGAN INTL AIRPORT,US,756.0,0,-119.5,0,CLEARED,DEANNE LEWIS, 5/14/2021,  /  /    ,Customs cleared
2568,1430504-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/09/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",MILAN,IT,BOSTON-LOGAN INTL AIRPORT,US,28.0,370,195.75,370,ARRIVED DESTINATION PORT,DEANNE LEWIS, 5/07/2021, 6/16/2021,Invoice Printed BB Air
2569,1430505-01,10,40.0,45.0,4.0,ED KAPLAN/HOUSE, 5/17/2021,GLODEV01,GLOBAL DEVELOPMENT SOLUTIONS CORP,SHANGHAI - PU DONG,CN,"OKLAHOMA CITY, OK       U",,717.0,"8,910.94",541.07,"8,910.94",ARRIVED DESTINATION PORT,DEANNE LEWIS, 5/17/2021, 6/07/2021,Invoice Printed BB Air
2570,1430506-01,10,40.0,45.0,4.0,ED KAPLAN/HOUSE, 5/09/2021,STABAG01,STATE BAGS,SHANGHAI,CN,"JFK AIRPORT, NEW YORK",US,68.0,"3,054.23",409.84,"3,054.23",DELIVERED,RICHARD SANTIAGO, 5/10/2021, 6/09/2021,Invoice Printed BB Air
2571,1430507-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/13/2021,MICROS01,MICROSEMI FREQUENCY AND TIME COR,HONG KONG,HK,BOSTON-LOGAN INTL AIRPORT,US,55.0,"2,993.78",520.44,"2,993.78",DELIVERED,RICHARD SANTIAGO, 6/07/2021, 6/07/2021,Invoice Printed BB Air
2572,1430508-01,10,40.0,45.0,28.0,JODI O, 5/12/2021,UNIDES01,UNIQUE DESIGN INC,QINGDAO,CN,"JFK AIRPORT, NEW YORK",US,413.0,"4,417.65",332.95,"4,417.65",DELIVERED,RICHARD SANTIAGO, 5/31/2021, 5/31/2021,Invoice Printed BB Air
2573,1430509-01,10,40.0,45.0,27.0,GEORGE T., 5/09/2021,AMPINT02,AMPHENOL INTERCONNECT PRODUCTS CORP,HONG KONG,HK,LOS ANGELES INT'L AIRPORT,US,60.0,"2,464.20",490.48,"2,464.20",DELIVERED,PAUL OSCAR, 5/10/2021, 6/23/2021,Invoice Printed BB Air
2574,1430510-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/15/2021,WATMAR,WATSON MARLOW INC,STUTTGART,DE,LOS ANGELES INT'L AIRPORT,US,83.0,"1,914.17",371.78,"1,914.17",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/27/2021, 5/27/2021,Invoice Printed BB Air
2575,1430511-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/14/2021,WATMAR,WATSON MARLOW INC,STUTTGART,DE,BOSTON-LOGAN INTL AIRPORT,US,383.0,"4,617.53",322.96,"4,617.53",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/19/2021, 5/19/2021,Invoice Printed BB Air
2576,1430512-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/15/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,960.0,"11,309.94",442.62,"11,309.94",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/16/2021, 5/31/2021,Invoice Printed BB Air
2577,1430512-02,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/15/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,893.0,"2,427.98",479.41,"2,427.98",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/16/2021, 5/31/2021,Invoice Printed BB Air
2578,1430513-01,10,40.0,45.0,36.0,VALERIE KOEN, 5/11/2021,HYDINC01,HYDROW INC,TAIPEI,TW,CHICAGO O'HARE,US,482.0,"7,855.95",432.68,"7,855.95",ARRIVED DESTINATION PORT,DEANNE LEWIS, 5/11/2021, 5/27/2021,Invoice Printed BB Air
2579,1430514-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/13/2021,AMESCI,AMERICAN SCIENCE & ENGINEERING I,ZURICH,CH,BOSTON-LOGAN INTL AIRPORT,US,119.0,"3,056.96",379.87,"3,056.96",DELIVERED,RICHARD SANTIAGO, 5/13/2021, 6/08/2021,Invoice Printed BB Air
2580,1430515-01,10,40.0,45.0,27.0,GEORGE T., 5/13/2021,TIMMIC01,TIMES MICROWAVE SYSTEMS,SHANGHAI - PU DONG,CN,"PHOENIX, AZ     USA",US,780.0,"25,867.72",794.43,"25,867.72",DELIVERED,PAUL OSCAR, 5/13/2021, 5/31/2021,Invoice Printed BB Air
2581,1430516-01,10,40.0,45.0,27.0,GEORGE T., 5/11/2021,TIMMIC01,TIMES MICROWAVE SYSTEMS,SHANGHAI - PU DONG,CN,"PORTLAND, OR",US,158.0,"16,790.11",396.28,"16,790.11",ARRIVED DESTINATION PORT,PAUL OSCAR, 5/20/2021, 5/20/2021,Invoice Printed BB Air
2582,1430517-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/14/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,LOS ANGELES INT'L AIRPORT,US,162.0,"1,468.43",217.25,"1,468.43",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/26/2021, 5/26/2021,Invoice Printed BB Air
2583,1430518-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/12/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,LOS ANGELES INT'L AIRPORT,US,90.0,"2,791.75",241.79,"2,791.75",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/27/2021, 5/27/2021,Invoice Printed BB Air
2584,1430519-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/13/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,310.0,"5,617.61",359.98,"5,617.61",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/13/2021, 5/31/2021,Invoice Printed BB Air
2585,1430519-02,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/13/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,460.0,"3,009.94",256.68,"3,009.94",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/13/2021, 5/31/2021,Invoice Printed BB Air
2586,1430520-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/13/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,LOS ANGELES INT'L AIRPORT,US,1090.0,"13,127.22",710.46,"13,127.22",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/27/2021, 5/27/2021,Invoice Printed BB Air
2587,1430521-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/14/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",BEIJING/PEKING,CN,BOSTON-LOGAN INTL AIRPORT,US,512.0,0,-733.9,0,CLEARED,DEANNE LEWIS, 5/17/2021,  /  /    ,Delivery Order Issued To Truck
2588,1430522-01,10,40.0,45.0,27.0,GEORGE T., 5/14/2021,AMPINT02,AMPHENOL INTERCONNECT PRODUCTS CORP,SHANGHAI - PU DONG,CN,LOS ANGELES INT'L AIRPORT,US,114.0,"2,204.29",344.47,"2,204.29",DELIVERED,PAUL OSCAR, 5/14/2021, 6/23/2021,Invoice Printed BB Air
2589,1430523-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/17/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"SALT LAKE CITY, UT",US,140.0,"3,185.14",307.02,"3,185.14",DELIVERED,RICHARD SANTIAGO, 5/27/2021, 5/27/2021,Invoice Printed BB Air
2590,1430524-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/15/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,1120.0,"12,208.72",352.84,"12,208.72",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/16/2021, 5/31/2021,Invoice Printed BB Air
2591,1430524-02,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/15/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,950.0,"1,904.82",299.57,"1,904.82",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/16/2021, 5/31/2021,Invoice Printed BB Air
2592,1430525-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/15/2021,FLIINC,FLINTEC INC,COLOMBO,LK,"JFK AIRPORT, NEW YORK",US,212.0,"3,868.29",345.4,"3,868.29",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/16/2021, 5/31/2021,Invoice Printed BB Air
2593,1430526-01,10,40.0,45.0,28.0,JODI O, 5/16/2021,MCMTEC01,MCM TECHNOLOGIES INC,GUANGZHOU (KANTON),CN,BOSTON-LOGAN INTL AIRPORT,US,270.0,"7,669.86",403.31,"7,669.86",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/17/2021, 6/28/2021,Invoice Printed BB Air
2594,1430527-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/19/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,1160.0,"14,373.95",560.07,"14,373.95",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/19/2021, 5/31/2021,Invoice Printed BB Air
2595,1430527-02,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/19/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,810.0,"3,377.34",486.51,"3,377.34",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/19/2021, 5/31/2021,Invoice Printed BB Air
2596,1430528-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/15/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,LOS ANGELES INT'L AIRPORT,US,540.0,"7,227.33",323.12,"7,227.33",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/26/2021, 5/26/2021,Invoice Printed BB Air
2597,1430529-01,10,40.0,45.0,27.0,GEORGE T., 5/16/2021,TIMMIC01,TIMES MICROWAVE SYSTEMS,GUANGZHOU (KANTON),CN,"JFK AIRPORT, NEW YORK",US,126.0,"4,392.67",397.6,"4,392.67",DELIVERED,RICHARD SANTIAGO, 5/17/2021, 5/26/2021,Invoice Printed BB Air
2598,1430530-01,10,40.0,45.0,27.0,GEORGE T., 5/15/2021,TIMMIC01,TIMES MICROWAVE SYSTEMS,SHANGHAI - PU DONG,CN,"JFK AIRPORT, NEW YORK",US,100.0,"3,318.25",254.6,"3,318.25",DELIVERED,RICHARD SANTIAGO, 5/16/2021, 5/26/2021,Invoice Printed BB Air
2599,1430531-01,10,40.0,45.0,4.0,ED KAPLAN/HOUSE, 5/15/2021,PACCON03,PACKAGING CONCEPTS AS HOLDINGS INC,SHANGHAI - PU DONG,CN,"JFK AIRPORT, NEW YORK",US,230.0,"5,216.63",482.5,"5,216.63",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/16/2021, 5/31/2021,Invoice Printed BB Air
2600,1430532-01,10,40.0,45.0,272.0,TSIROGIANIS - PW REASSIGNED, 5/24/2021,BARINC,BARBOUR INC,LONDON HEATHROW,GB,BOSTON-LOGAN INTL AIRPORT,US,53.0,0,-42.73,0,ARRIVED DESTINATION PORT,PAUL OSCAR, 5/24/2021,  /  /    ,Arrived
2601,1430533-01,10,40.0,45.0,36.0,VALERIE KOEN, 5/25/2021,INKNOW01,INKCUPS NOW CORPORATION,HONG KONG,HK,"HUNTSVILLE/DECATUR, AL  U",,2161.0,"37,024.72","1,476.20","37,024.72",DELIVERED,PAUL OSCAR, 6/09/2021, 6/09/2021,Invoice Printed BB Air
2602,1430534-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/16/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,697.0,"1,056.86",308.5,"1,056.86",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/16/2021, 5/31/2021,Invoice Printed BB Air
2603,1430535-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/18/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,2630.0,"33,207.60",790.47,"33,207.60",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/31/2021, 5/31/2021,Invoice Printed BB Air
2604,1430536-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/20/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,LOS ANGELES INT'L AIRPORT,US,624.0,"2,251.52",311.79,"2,251.52",DELIVERED,RICHARD SANTIAGO, 5/27/2021, 5/27/2021,Invoice Printed BB Air
2605,1430536-02,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/20/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,LOS ANGELES INT'L AIRPORT,US,240.0,"3,811.30",257.86,"3,811.30",DELIVERED,RICHARD SANTIAGO, 5/27/2021, 5/27/2021,Invoice Printed BB Air
2606,1430537-01,10,40.0,45.0,28.0,JODI O, 5/15/2021,YAMUNI01,"YAMAHA UNIFIED COMMUNICATIONS, INC",HONG KONG,HK,BOSTON-LOGAN INTL AIRPORT,US,3156.0,"50,846.07","2,672.98","50,846.07",ARRIVED DESTINATION PORT,PAUL OSCAR, 5/14/2021, 6/26/2021,Invoice Printed BB Air
2607,1430538-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/20/2021,WATMAR,WATSON MARLOW INC,STUTTGART,DE,BOSTON-LOGAN INTL AIRPORT,US,52.0,"1,503.45",440.05,"1,503.45",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/31/2021, 5/31/2021,Arrived
2608,1430539-01,10,40.0,45.0,28.0,JODI O, 5/15/2021,CDAER01,CD AERO LLC,SHANGHAI - PU DONG,CN,LOS ANGELES INT'L AIRPORT,US,492.0,"4,095.16",643.64,"4,095.16",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 6/10/2021, 6/10/2021,Invoice Printed BB Air
2609,1430540-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/20/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,LOS ANGELES INT'L AIRPORT,US,80.0,"2,328.85",296.4,"2,328.85",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/31/2021, 5/31/2021,Invoice Printed BB Air
2610,1430541-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/20/2021,MICROS01,MICROSEMI FREQUENCY AND TIME COR,HONG KONG,HK,BOSTON-LOGAN INTL AIRPORT,US,898.0,"13,649.15",720.89,"13,649.15",DELIVERED,RICHARD SANTIAGO, 6/07/2021, 6/07/2021,Invoice Printed BB Air
2611,1430542-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/20/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,260.0,"5,977.97",355.44,"5,977.97",DELIVERED,JASON COLLINS, 5/20/2021, 6/03/2021,Cargo Release From Exam
2612,1430542-02,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/20/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,979.0,"3,736.51",462.91,"3,736.51",DELIVERED,JASON COLLINS, 5/20/2021, 6/03/2021,Invoice Printed BB Air
2613,1430543-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/20/2021,WATMAR,WATSON MARLOW INC,STUTTGART,DE,MENASHA,US,23.0,0,-856.25,0,DELIVERED,RICHARD SANTIAGO, 5/26/2021,  /  /    ,Delievered
2614,1430544-01,10,40.0,45.0,36.0,VALERIE KOEN, 5/21/2021,INKNOW01,INKCUPS NOW CORPORATION,GUANGZHOU (KANTON),CN,BOSTON-LOGAN INTL AIRPORT,US,92.0,"4,861.57",839.92,"4,393.97",ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/21/2021, 5/21/2021,Invoice Printed BB Air
2615,1430544-02,20,40.0,45.0,20.0,KL'HEUREUX, 5/21/2021,RAN&C01,RANCOURT & COMPANY SHOECRAFTERS,GUANGZHOU (KANTON),CN,BOSTON-LOGAN INTL AIRPORT,US,398.0,0,-119.5,0,ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 6/16/2021, 6/01/2021,Arrived
2616,1430545-01,10,40.0,45.0,36.0,VALERIE KOEN, 5/24/2021,COLTEC01,COLUMBIA TECH,HANGZHOU        CHINA,CN,BOSTON-LOGAN INTL AIRPORT,US,1346.0,"18,045.21",940.9,"18,045.21",DELIVERED,RICHARD SANTIAGO, 6/09/2021, 6/09/2021,Invoice Printed BB Air
2617,1430546-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/18/2021,DESMET01,DESKTOP METAL INC,BANGKOK,TH,BOSTON-LOGAN INTL AIRPORT,US,1147.0,0,-205.54,0,ARRIVED DESTINATION PORT,PAUL OSCAR, 5/17/2021,  /  /    ,Delivery Order Issued To Truck
2618,1430546-02,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/18/2021,DESMET01,DESKTOP METAL INC,BANGKOK,TH,BOSTON-LOGAN INTL AIRPORT,US,426.0,0,-133.96,0,ARRIVED DESTINATION PORT,PAUL OSCAR, 5/17/2021,  /  /    ,Delivery Order Issued To Truck
2619,1430547-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/18/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.","TOKYO, JAPAN",JP,BOSTON-LOGAN INTL AIRPORT,US,9.0,"1,164.62",457.41,"1,164.62",ARRIVED DESTINATION PORT,DEANNE LEWIS, 5/20/2021, 6/30/2021,Invoice Printed BB Air
2620,1430549-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/21/2021,WATMAR,WATSON MARLOW INC,STUTTGART,DE,BOSTON-LOGAN INTL AIRPORT,US,240.0,"2,616.20",440.69,"2,616.20",ARRIVED DESTINATION PORT,JASON COLLINS, 5/31/2021, 5/31/2021,Invoice Printed BB Air
2621,1430550-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/21/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,ATLANTA,US,88.0,922.96,434.31,922.96,ARRIVED DESTINATION PORT,RICHARD SANTIAGO, 5/31/2021, 5/31/2021,Invoice Printed BB Air
2622,1430551-01,10,40.0,45.0,27.0,GEORGE T., 5/22/2021,AMPSPE01,AMPHENOL DBA SPECTRA-STRIP,SHANGHAI - PU DONG,CN,"JFK AIRPORT, NEW YORK",US,136.0,"2,838.94",442.1,"2,838.94",DELIVERED,PAUL OSCAR, 5/21/2021, 5/31/2021,Invoice Printed BB Air
2623,1430552-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/20/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,900.0,"9,288.90",372.51,"9,288.90",DELIVERED,JASON COLLINS, 5/20/2021, 5/31/2021,Invoice Printed BB Air
2624,1430552-02,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/20/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,"JFK AIRPORT, NEW YORK",US,459.0,"2,976.23",298.65,"2,976.23",DELIVERED,JASON COLLINS, 5/20/2021, 5/31/2021,Invoice Printed BB Air
2625,1430553-01,10,40.0,45.0,28.0,JODI O, 5/20/2021,RESINS01,RESEARCH INSTRUMENTS CORP,"PRAGUE, CZECH REP",CZ,BOSTON-LOGAN INTL AIRPORT,US,39.0,"2,037.50",470.18,"2,037.50",DELIVERED,RICHARD SANTIAGO, 5/21/2021, 5/31/2021,Invoice Printed BB Air
2626,1430554-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/20/2021,WATMAR,WATSON MARLOW INC,LONDON HEATHROW,GB,LOS ANGELES INT'L AIRPORT,US,2414.0,"6,429.49",929.43,"6,429.49",ARRIVED DESTINATION PORT,JASON COLLINS, 5/31/2021, 5/31/2021,Invoice Printed BB Air
2627,1430555-01,10,40.0,45.0,5.0,JOE WYSON/HOUSE, 5/21/2021,FLIINC,FLINTEC INC,COLOMBO,LK,"JFK AIRPORT, NEW YORK",US,759.0,"8,673.79",323.58,"8,673.79",ARRIVED DESTINATION PORT,JASON COLLINS, 5/22/2021, 5/31/2021,Invoice Printed BB Air
